Data_arable_land
Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2022-07-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1688000;1687000;1710000;1002000;1060000;1079000;1059000;987000;970000;958000;973000;957000;1009000;1092000;1205000;1188000;1170000;1168000;1173000;1158000;1178000;1208000;1209000;1229800;1288000;1290000;1295000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;6590000;6590000;6650000;6700000;6800000;6900000;6900000;7000000;7000000;7076000;7983000;7131000;7195000;7200000;7293000;7315000;7450000;7658000;7504000;7530000;7690000;7767000;7823000;7834000;7878000;7957000;8166000;8174000;8457000;8707000;8717000;8934000;8999000;9124000;8921000;9096000;8980000;9033000;8818000;8767000;8488000;8402000;9055000;8210000;8122000;8064000;8065000;8052000;8039600;7729300;7803800;8047000;8128000;7601100;7497300;7529700;7477600;7477600;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1736000;1744000;1759000;1773000;1787000;1787000;1798000;1812000;1827000;1849000;1843000;1845000;1840000;1833000;1820000;1822000;1821000;1817000;1813000;1811000;1814000;1816000;1728000;1733000;1738000;1738000;1681700;;;;
;;;;;1925000;1940000;1955000;1970000;1985000;2000000;2015000;2030000;2050000;2060000;2070000;2090000;2100000;2124000;2296000;2289000;2443000;2500000;2520000;2540000;2560000;2570000;2600000;2620000;2650000;2670000;2680000;2700000;2710000;2720000;2750000;2780000;2900000;2900000;2900000;2900000;2900000;2900000;2900000;2900000;2950000;2950000;2950000;2950000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;3000000;;;;
;;;;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;4000;4000;3900;3900;3900;3900;3900;3900;3900;3900;3900;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;19507000;19340000;19260000;19180000;19100000;19020000;18930000;18850000;18770000;17688000;17689000;17684000;17719000;17688000;17712000;17736000;17782000;17785000;17585000;17660000;17599000;17795000;18328000;18241000;18631000;18344000;19234000;19698000;20656000;21709000;22423000;22429000;22531000;22549000;22560000;22717000;22785000;22831000;22918000;22905000;23151000;23184000;23652000;23214000;23296000;23363000;23519000;22945000;22200000;21527000;21209000;20106000;19705000;19117000;20611000;22167000;23905000;23905000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;606000;609000;609000;606000;609000;600000;587000;588000;555000;568000;499000;471000;461000;448000;439000;431000;424000;420000;414000;414000;414000;413000;412000;414000;416000;417000;418000;;;;
;;;;;1638000;1643000;1648000;1653000;1658000;1662000;1668000;1668000;1668000;1718000;1718000;1718000;1718000;1768000;1818000;2017000;2015000;2015000;2010000;2010000;2013000;2013000;2013000;2013000;2033000;2036000;2036000;2053000;2053000;2053000;2063000;2163000;3060000;3160000;3319000;4540000;4535000;4530000;4520000;4468000;4500000;4900000;5942000;5002000;5603000;5677000;5808000;5761000;6255400;6261000;6861000;6861000;6411000;6411000;6411000;6411000;6411000;6411000;;;;
;;;;;17000;16000;15000;14000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;12000;12000;13000;13000;13000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;10000;10000;9000;8000;8000;8000;9000;9000;9300;9000;8200;8000;8000;8000;8000;9080;9080;9000;8970;8970;8970;9070;9070;9070;;;;
;;;;;9900000;9910000;9920000;9930000;9930000;9940000;9940000;9940000;9950000;9970000;9970000;9970000;9485000;9494000;9505000;9518000;9550000;9558000;9567000;9573000;9605000;9620000;9613000;9591000;9593000;9596000;9574000;9552000;9538000;9567000;9554000;9534000;9579000;9534000;9540000;9543000;9559000;9556000;9690000;9909000;9990000;9862000;9851000;9912000;10059000;10336000;10577000;10694000;10794000;10811000;10786000;10751000;10772000;10816000;10932999.9;10948000;11061600;11080300;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174000;174000;173000;173000;172000;173000;172000;7800;8730;8700;9000;9200;9200;;;;
;;;;;624000;724000;729000;850000;867000;885000;819000;777000;746000;744000;775000;776000;789000;801000;827000;950000;1100000;1154000;1160000;1182000;1212000;1251000;1312000;1334000;1353000;1306000;1334000;1365000;1374000;1370000;1368000;1362000;1352000;1321000;1321000;1321000;1227000;1346000;1190000;1174000;1176500;1179000;1179432.3;1174900;1173400;1175300;1175000;1197000;1216056.2;1236030;1291800;1319103.3;1286780;1312700;1328110;1323350;1322710;1327400;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;;
;;;;;2444000;2450000;2455000;2460000;2470000;2474000;2500000;2600000;2700000;2785000;2785000;2800000;2850000;2850000;2870000;2870000;2870000;2870000;2870000;2870000;2920000;3000000;3000000;3100000;3150000;3200000;3300000;3350000;3400000;3450000;3500000;3520000;3520000;3570000;3650000;3750000;3900000;4000000;3950000;3900000;4000000;4450000;4500000;4600000;5000000;4900000;5200000;5400000;5500000;5650000;5650000;5650000;5650000;5650000;5650000;5650000;5650000;5650000;;;;
;;;;;267000;267000;267000;266000;265000;266000;267000;268000;278000;278000;239000;239000;226000;196000;192000;195000;196000;192000;195000;210000;230000;250000;270000;280000;300000;320000;340000;360000;380000;400000;410000;420000;431000;470000;498000;488000;488000;488000;488000;488000;450000;400000;400000;400000;400000;400000;400000;400000;390000;450000;400000;400000;400000;400000;400000;400000;400000;400000;;;;
;;;;;90000;91000;91000;91000;92000;89000;94000;100000;100000;100000;100000;100000;100000;100000;99000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;99000;98000;97000;96000;94000;93000;92000;91000;90000;91000;89000;90000;91000;89000;88000;87000;85000;83000;81000;80000;80000;80000;78000;76000;75000;75000;75000;75000;75000;75000;;;;
;;;;;1300000;1400000;1450000;1500000;1700000;1750000;1700000;1800000;1850000;1800000;1950000;2000000;2050000;2050000;2000000;2000000;2000000;2050000;2050000;1900000;2000000;2100000;2000000;2050000;2050000;2150000;2150000;2150000;2200000;2250000;2350000;2300000;2300000;2100000;2300000;2400000;2450000;2600000;2700000;2750000;2850000;2850000;3000000;3000000;3200000;3300000;3000000;3450000;3500000;3700000;3600000;3600000;3600000;3600000;3600000;3600000;3600000;3600000;;;;
;;;;;754740;777950;800870;811020;773340;777130;788680;865300;868940;951010;967780;1007030;1015890;1004470;1055140;1038620;1067740;938610;1082110;1027140;1033790;994790;990440;951120;947750;894900;901400;911800;907700;930600;936500;926500;915400;927900;901000;892100;888700;874700;877100;868700;877000;967500;946240;946700;949410;890200;827200;870400;845000;854300;865600;868400;802700;804000;825310;826000;826000;826000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;641000;641000;641000;645000;645000;645000;648000;648000;648000;650000;652000;652000;652000;652000;652000;654000;654000;655000;655000;655000;655000;655000;660000;660000;660000;660000;660000;660000;660000;660000;660000;660000;698000;747000;816000;816000;816000;816000;816000;816000;816000;816000;815000;815000;814000;813000;800000;800000;800000;800000;800000;800000;800000;800000;800000;800000;800000;800000;;;;
;;;;;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;10000;10000;9000;9000;9000;9000;9000;9000;9000;8000;7000;7000;7000;7000;7000;7000;7000;7000;6800;6800;6800;6800;6800;6800;6800;6800;6800;6500;6004;6000;6000;5970;5970;5970;5970;;;;
;;;;;11499000;11499000;11499000;11499000;11498000;11498000;11498000;12175000;12173000;11197000;11226000;11173000;10810000;9776000;9776000;9774000;9774000;9774000;9952000;10212000;9772000;9852000;10002000;9772000;9770000;9770000;9502000;9489000;9594000;11036000;12092000;12987000;12986000;12985000;13985000;13985000;13985000;13984000;13984000;13975000;13970000;13960000;14050000;14105000;14123000;14137000;14925000;14920000;14900000;15100000;15600000;15900000;16800000;16800000;16800000;17500000;17700000;17700000;;;;
;;;;;23676510;24400000;26516910;27471070;29570130;27105990;29212870;29171950;34714030;31880470;30327560;26000000;31150000;27000000;26000000;26000000;20611000;18855000;17716000;19603000;16466000;17432000;17505000;21000000;23000000;27860000;27882000;28112000;28088000;28174000;30000000;30100000;30100000;31000000;32900000;33100000;33200000;34000000;35000000;35000000;33000000;34000000;35000000;35000000;36000000;36800000;37000000;36000000;32000000;33000000;34000000;35000000;34000000;34000000;34000000;34000000;34000000;34000000;;;;
;;;;;1030000;1030000;1030000;1030000;1030000;1040000;1040000;1040000;1040000;1040000;1040000;1040000;1050000;1060000;1060000;1060000;1060000;1065000;1069000;1070000;1150000;1150000;1150000;1200000;1220000;1220000;1250000;1280000;1300000;1300000;1300000;1320000;1350000;1350000;1650000;1650000;1750000;1800000;1850000;1917000;1912000;2000000;2050000;1950000;2000000;1860000;1800000;1700000;1650000;1531000;1503000;1532000;1504000;1504000;1504000;1504000;1504000;1504000;;;;
;;;;;992000;966000;949000;937000;928000;897000;873000;864000;845000;824000;770000;765000;761000;762000;759000;769000;775000;780000;785000;790000;788000;790000;801000;817000;826000;844000;861000;869000;876000;879000;881000;887000;887000;885000;882000;895000;901000;906000;914000;910000;905000;916000;906000;1127500;1111000;1069800;1059800;1066600;1054700;1022600;1006000;1011000;1038400;1045000;1042000;1028000;1037000;1021000;;;;
;;;;;856000;854000;852000;850000;848000;846000;843000;841000;825000;812000;804000;793000;788000;791000;790000;793000;798000;804000;828000;815000;825000;838000;846000;852000;854000;865000;865000;870000;878000;860000;887000;878000;885000;896000;987000;995000;897000;898000;882000;879000;881000;878000;871000;869000;862000;858000;852600;845100;834880;825600;818000;811900;807790.7;808180;807141;805122;801490;803210;;;;
;;;;;1806000;1806000;1816000;1806000;1806000;1806000;1819000;1819000;1819000;1953000;1953000;2055000;2165000;2180000;2195000;2210000;2225000;2240000;2255000;2270000;2288000;2291600;2295200;2298800;2302400;2306000;2309600;2313200;2316800;2320400;2324000;2327300;2330600;2333900;2337200;2340500;2343800;2347100;2350400;2354000;2355000;2335000;2315000;2300000;2280000;2260000;2240000;2220000;2200000;2180000;2162700;2118000;2114000;2113700;2113700;2113700;2113700;2113700;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;3000000;2990000;2985000;2980000;2980000;2975000;2975000;2970000;2970000;2965000;2960000;2951000;2912000;2889000;2819000;2761000;2736000;2702000;2661000;2616000;2560000;2547000;2585000;2562000;2522000;2585000;2616000;2519000;2534000;2645000;2356000;2075000;1930000;1707000;1579000;1558000;1555000;1555000;1555000;1500000;1500000;476000;415000;420000;425000;399000;431000;453000;471000;499000;471000;509000;547000;590000;478000;541000;491000;491000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;20000;20000;20000;20000;20000;20000;20000;22000;22000;22000;22000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;23000;27000;27000;29000;32000;33000;33000;35000;35000;35000;35000;29000;29000;28000;28000;29000;31000;31000;31000;31000;31000;31000;29000;28000;26000;28000;30000;37000;34300;36900;33700;37700;37500;52160;56110;69300;76660;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;30580000;30690000;30730000;31200000;32080000;32260000;32310000;32010000;30540000;30700000;30320000;30340000;31210000;30530000;30800000;30460000;30640000;31150000;31050000;32110000;31160000;33140000;31040000;32110000;31710000;30140000;31250000;29920000;30410000;29750000;29810000;29920000;30230000;30250000;30460000;30550000;31040000;31120000;31110000;31040000;31300000;31220000;31190000;30310000;30170000;30320000;30180000;29460000;29420000;29390000;30100000;30240000;30470000;30440000;30400000;30990000;31210000;30507000;;;;
;;;;;438000;438000;438000;438000;438000;438000;434000;434000;432000;432000;432000;432000;432000;433000;433000;433000;434000;434000;434000;435000;440000;450000;455000;460000;465000;470000;475000;480000;490000;499000;499000;500000;500000;500000;500000;500000;510000;520000;530000;548000;548000;548000;548000;548000;548000;540000;540000;540000;540000;568890;565000;565000;565000;565000;565000;565000;565000;565000;;;;
;;;;;1796000;1929000;2200000;2419000;2511000;2417000;2426000;2450000;2461000;2558000;2558000;2850000;2900000;2900000;2910000;3000000;3103000;3145000;3171000;3220000;3245000;3285000;3333000;3374000;3376000;3385000;3400000;3400000;3400000;3500000;3550000;3600000;3600000;3602000;3740000;3860000;3960000;4115000;4225000;4410000;4280000;3815000;3835000;3740000;3930000;3980000;4010000;4030000;4135000;4085000;4030000;4156000;4195000;3600000;3155000;3508000;3488000;3429700;;;;
;;;;;4901000;4880000;4860000;4840000;4820000;4800000;4760000;4730000;4700000;4670000;4644000;4700000;4750000;4800000;4850000;5000000;5100000;5150000;5200000;5228000;5220000;5240000;5260000;5280000;5350000;5400000;5420000;5440000;5460000;5480000;5487000;5435000;5385000;5335000;5285000;5235000;5185000;5135000;5085000;5034000;4984000;4935000;4970000;5120000;5005000;5155000;5290000;5450000;5500000;5300000;5450000;5580000;5590000;5590000;5590000;5590000;5590000;5590000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;;;;
;;;;;75000;75000;75000;75000;75000;80000;85000;85000;91000;102000;108000;114000;120000;126000;132000;138000;144000;160000;165000;167000;172000;175000;179000;180000;183000;185000;186000;188000;190000;192000;192000;192000;193000;193000;194000;195000;197000;199000;203000;205000;210000;220000;225000;230000;240000;250000;250000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;;;;
;;;;;15944000;15829000;15733000;15701000;15437000;15436000;15291000;15265000;15104000;15088000;14980000;14844000;14800000;14764000;14781000;14763000;14739000;14709000;14652000;14621000;14512000;14484000;14474000;14535000;14511000;14484000;14480000;14464000;14414000;14388000;14360000;14337000;14305000;14300000;14210000;14004000;14006000;14057000;14072000;13993000;13584000;13010000;12587000;12610000;12141000;12368000;11823000;12043000;12066000;10829000;11098000;10925000;10792000;10928000;10887000;10806000;10907000;11009000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;224000;213000;212000;191000;215000;187000;170000;164000;166000;152000;130000;115000;95000;95000;94000;94000;96000;98000;97000;74000;68000;67000;64000;66000;63000;64000;63000;77000;70000;65000;55000;52000;32000;33000;33000;33000;37000;51500;54600;59700;64900;68000;61200;55400;50600;43800;36900;41000;45100;49200;52300;55100;54200;53300;52400;51500;50600;50200;;;;
;;;;;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2150000;2200000;2200000;2200000;2200000;2200000;2200000;2200000;2285000;2285000;2285000;2285000;2285000;2285000;2285000;2285000;2285000;2285000;2288000;2300000;2300000;2300000;2400000;2400000;2300000;2300000;2300000;2300000;2300000;2300000;2300000;2300000;2300000;2350000;2350000;2350000;2400000;2400000;2400000;2350000;2350000;2350000;2350000;2350000;2350000;2350000;2350000;;;;
;;;;;2507000;2503000;2499000;2495000;2491000;2487000;2483000;2479000;2475000;2471000;2467000;2463000;2458000;2453000;2448000;2443000;2438000;2433000;2428000;2423000;2418000;2413000;2408000;2403000;2398000;2393000;2388000;2383000;2378000;2344000;2309000;2275000;2240000;2200000;2153000;2000000;1882000;1798500;1715000;1750270;1628560;1636150;1554420;1482730;1305460;1241740;1148250;1220210;1200980;1147570;1126770;1123820;1138510;1098130;1069960;982230;944009.4;919180;;;;
;;;;;700000;711000;729000;761000;784000;809000;809000;805000;805000;805000;805000;805000;804000;920000;1040000;1160000;1270000;1390000;1500000;1620000;1741000;1780000;1820000;1860000;1900000;1950000;1990000;2030000;2070000;2110000;2150000;2300000;2300000;2450000;2600000;2600000;2600000;2850000;2950000;3020000;3105000;3210000;3280000;3370000;3460000;3550000;3640000;3757000;3858000;3975000;4122000;4360000;4484000;4663000;4868000;4664000;4653000;4734000;;;;
;;;;;100000;100000;100000;100000;100000;101000;101000;101000;101000;102000;102000;102000;102000;103000;103000;103000;103000;104000;104000;104000;108000;108000;108000;108000;107000;108000;109000;110000;111000;109000;106000;104000;104000;104000;111000;107000;105000;84000;99000;102000;102000;102000;101000;102000;99000;94000;87000;83000;63349.9984741211;43700.0007629395;43500;46150.0015258789;55000;64000;50819.9996948242;50819.9996948242;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;;;;
;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;2000;2000;2000;2000;1000;2000;4000;5000;6000;7000;8000;8000;8000;9000;9000;9000;10000;9000;12000;13000;13000;13000;13000;13000;13000;13000;13000;13300;11500;11600;11600;11600;13000;13000;14460;12600;13730;12310;13480;15400;15100;15300;14300;14000;14000;;;;
;;;;;9853000;9922000;9853000;9827000;9814000;9797000;9799000;9797000;9771000;9733000;9728000;9713000;9658000;9703000;9741000;9760000;9781000;9803000;9817000;9834000;9849000;9870000;9904000;9935000;9985000;10005000;10080000;10107000;9458000;9450000;9423000;9357000;9341000;9339000;9337000;9337000;9346000;9325000;9332000;9381000;9371000;9376000;9377000;8915000;8985000;8939000;8675000;8721000;8789000;9146000;8995000;8798000;8746000;8778000;8778000;8582000;8543000;8686000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132008000;129538000;128422000;127500000;126024000;127466000;126132000;124975000;124374000;123860000;123465000;122559000;122146000;121781000;121574000;121574000;121649000;121649000;121649000;121649000;121649000;121649000;121649000;121649000;121649000;121649000;121649000;;;;
;;;;;485000;490000;495000;500000;505000;510000;515000;521000;528000;522000;560000;621000;610000;668000;686000;700000;715000;730000;745000;760000;775000;790000;805000;820000;827000;834000;842000;849000;850000;880000;880000;880000;850000;700000;700000;750000;800000;820000;866000;900000;1000000;1116000;1094000;1110880;1082900;1102950;1114880;1117440;1118870;1123920;1141440;1150730;1182500;1149500;1151700;1151700;1151700;1151700;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1140000;1160000;1180000;1200000;1220000;1240000;1260000;1290000;1320000;1360000;1400000;1450000;1500000;1560000;1620000;1680000;1740000;1790000;1840000;1890000;1940000;1990000;2200000;2350000;2550000;2700000;2900000;3050000;3200000;3390000;3579000;3650000;3672000;3667000;3655000;3646000;3639000;3637000;3594000;3592000;3600000;3600000;3600000;3500000;3500000;3450000;3446000;3339000;3196000;3180000;3159000;3117000;3068000;3430000;3490000;3477000;3437000;3437000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19865160;19856760;19839960;19823160;19823160;19823160;19823160;19823160;;;;
;;;;;2933000;2933000;3033000;3033000;3132000;3132000;3232000;3401000;3187000;3148000;3229000;3229000;3279000;3329000;3328000;3326000;3124000;3123000;3122000;3121000;3120000;3118000;3116000;3114000;3110000;3107000;3104000;3098000;3094000;3092000;2973000;3044000;3082000;3178000;3077000;3217000;2938000;2685000;3407000;3322000;3099000;3050000;2932000;2987000;3126000;2836000;2850000;3620000;3830000;3800000;3300000;3300000;3200000;3200000;3200000;3200000;3200000;3200000;;;;
;;;;;3000;4000;4000;4000;4000;4000;4000;3000;3000;4000;2000;3000;3000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;600;700;660;650;700;600;600;640;630;630;570;560;560;560;560;560;;;;
;;;;;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;11000;12000;12000;12000;12000;13000;13000;13000;13000;13000;10000;10000;11000;11000;11000;11000;11000;11000;12000;12000;12000;13000;14000;14000;15000;15000;16000;16000;16000;16000;16000;17000;18000;19000;19000;20000;20000;20000;20000;20000;20000;20000;;;;
;;;;;355000;360000;365000;370000;375000;380000;385000;390000;395000;400000;405000;410000;415000;420000;425000;430000;435000;440000;445000;450000;455000;460000;465000;470000;475000;480000;485000;486000;486000;486000;486000;486000;486000;485000;485000;485000;484000;484000;484000;490000;681520;910080;1236670;1437730;1472020;1689880;1283720;1372230;1460970;1580380;1652630;1471650;1583650;1584000;1584000;1584000;1584000;1584000;;;;
;;;;;488000;488000;488000;485000;480000;470000;460000;458000;455000;450000;488000;488000;488000;488000;488000;475000;475000;515000;560000;558000;516000;479000;470000;480000;500000;520000;520000;540000;540000;550000;565000;588000;586000;584000;582000;565000;565000;600000;631000;650000;700000;690000;681000;694000;702000;604000;630000;670000;669000;663000;672000;694000;689000;706000;671000;693000;637000;627000;;;;
;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1985;1985;1985;1985;;;;
;;;;;891000;896000;901000;906000;911000;916000;921000;926000;931000;936000;941000;946000;951000;955000;960000;965000;969000;974000;979000;984000;989000;994000;999000;1004000;1009000;1014000;1018000;1021000;1021000;1022000;1022000;1023000;1024000;1030000;1035000;1039000;1043000;1043000;1043000;1043000;1045000;1200000;1250000;1350000;1350000;1140000;1000000;1100000;1100000;1100000;1000000;1000000;1100000;1100000;1100000;1100000;1100000;1100000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2595700;2616800;2660500;2613700;2654300;2639500;2562100;2590300;2605700;2591000;2598000;2595000;2583000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;4000;4000;5000;5000;6000;6000;7000;7000;7000;7000;7000;7000;7000;7000;7000;6000;4000;4000;4000;4000;4000;4000;4000;4000;;;;
;;;;;28000;29000;29000;32000;32000;31000;30000;30000;30000;30000;33000;33000;35000;35000;35000;35000;36000;36000;37000;40000;43000;46000;48000;50000;52000;54000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;57000;45000;55000;53000;49000;49000;46000;47000;58000;55000;58000;52000;60000;65000;65000;65000;62000;62000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1562000;1561000;1557000;1553000;1550000;1547000;1539000;1528000;1442000;1410000;1413000;1393000;1391000;1378000;1377000;1382000;1382000;1392000;1391200;1392300;1361600;1359200;1350000;1347000;1343000;1348000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200000;200000;196000;196000;191000;173000;172000;171000;173000;173000;168000;173000;176000;176000;178000;175000;183410;184250;184590;184350;183700;184960;184040;184240;184260;184000;181780;;;;
;;;;;3549000;3484000;3293000;3255000;3161000;3109000;3096000;3027000;3051000;3049000;3047000;3027000;3014000;3015000;3002000;2999000;2990000;2996000;2981000;2975000;2956000;2946000;2937000;2929000;2918000;2904000;2886000;2868000;2849000;2841000;2787000;2765000;2777000;2777000;2764000;2809000;2796000;2781000;2744000;2703000;2691000;2677000;2666000;2656000;2698000;2655000;2643000;2630000;2638000;2629000;2614000;2603000;2600000;2593000;2586000;2575600;2564000;2550000;;;;
;;;;;124000;134000;129000;132000;140000;149000;153000;153000;149000;149000;149000;168000;168000;155000;167000;161000;149000;188000;184000;183000;134000;133000;133000;169000;154000;154000;164000;177000;192000;180000;183000;179000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;178000;175000;175000;175000;175000;175000;175000;175000;175000;175000;175000;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;900;135;140;150;150;150;150;150;150;;;;
